Title,Date,CNetID,Job Title,Department,Division,Affiliation,Faculty Member or Instructor?,Contact ID,Engagement Type,Which Workshop,Hear about Workshop,What Brings You In,Hear about Walk-Ins,Event Notes,Consultation Topic,How Did You Hear
4/13/2020 5:56:41 PM,4/13/20 12:56,rlodato,Lect.,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Dale Mertes,Virtual walk-in,,,,,Ongoing problem with camera.  trouble shoot with Gus and myself.  Camera not working,"[""Mac Camera"",""Zoom""]",Website or Events Calendar
4/13/2020 6:31:34 PM,4/13/20 13:31,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,"Groups for Discussion work...
","[""Canvas""]",Website or Events Calendar
4/13/2020 7:39:53 PM,4/13/20 14:39,jtposton,Associate Professor,Medicine-Pulmonary/Critical Care,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Asks if Symposium is still going on. ,"[""Symposium""]",Symposium Speaker
4/13/2020 9:54:19 PM,4/13/20 16:54,llcai,"Research Professor, Senior Lecturer",Chemistry,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to turn on virtual background in Zoom,"[""Zoom""]",Been here before
4/13/2020 9:58:04 PM,4/13/20 16:58,llcai,"Research Professor, Senior Lecturer",Chemistry,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,"Permission question, pointed him to attend virtual office hours because he didn't provide enough information and he is on the verge of monopolizing my time.  ","[""Panopto""]",Been here before
4/13/2020 10:11:04 PM,4/13/20 17:11,millerpb,Learning Technology Specialist,BSD - Pritzker School of Medicine,,,FALSE,Cecilia Lo,Email,,,,,How to move people from UCMed Zoom account to Main. ,"[""Zoom""]",Been here before
4/14/2020 3:53:30 PM,4/14/20 10:53,nbhasin,Senior Lecturer,Bio Sci Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Setting up and using groups and sections,"[""Canvas""]",Canvas Announcement
4/14/2020 5:16:42 PM,4/14/20 12:16,jsloane,,Chicago Language Center,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Various questions about PowerPoint and getting rid of speaker images in Zoom,"[""PowerPoint"",""Zoom""]",Canvas Announcement
4/14/2020 8:02:50 PM,4/14/20 15:02,nlavie,,Near Eastern Languages and Civilizations,,Faculty/Instructor,FALSE,Dale Mertes,Virtual walk-in,,,,,"Zoom videos showing up in Canvas
Student email settings","[""Canvas"",""Zoom""]",Website or Events Calendar
4/14/2020 8:03:58 PM,4/14/20 15:03,ratliff,Lecturer/CLIC Director,Chemistry,,Faculty/Instructor,FALSE,Dale Mertes,Email,,,,,Working with profile picture for zoom,"[""Media development (2D and 3D graphics, computer animations, etc.)"",""Zoom""]",From a colleague
4/14/2020 8:49:26 PM,4/14/20 15:49,ygreenrogers,,School Soc Svce Admin,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,Canvas discussion groups,"[""Canvas""]",Been here before
4/14/2020 8:52:10 PM,4/14/20 15:52,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,office hour time. ,"[""office hour""]",Been here before
4/14/2020 8:57:24 PM,4/14/20 15:57,janetsedlar,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to do anonymous surveys. ,"[""Canvas""]",Been here before
4/14/2020 9:10:11 PM,4/14/20 16:10,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"Canvas quizzes, how to see student response; how to change course image. ","[""Canvas""]",Been here before
4/14/2020 9:30:03 PM,4/14/20 16:30,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"How to change quiz total points, how to change name in Zoom. ","[""Canvas"",""Zoom""]",Been here before
4/15/2020 3:21:31 PM,4/15/20 10:21,yzheng4,,Bus-Research And Teching Suppl,,,FALSE,Mohammad Ahmed,Email,,,,,"Client wanted to know if it Is possible to create ""permanent"" questions in Poll Everywhere that students can access anytime? They would like to create an ongoing poll where students can ask global questions on big topics they want us to address in the class.

","[""Poll Everywhere""]",Been here before
4/15/2020 8:41:14 PM,4/15/20 15:41,sdavila,,School Soc Svce Admin,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"How to invite external speaker, security settings, and where to find breakout room button. ","[""Zoom""]",Website or Events Calendar
4/15/2020 9:39:16 PM,4/15/20 16:39,millerpb,Learning Technology Specialist,BSD - Pritzker School of Medicine,,,FALSE,Cecilia Lo,Email,,,,,"Move a course into the Pritzker subaccount. 
","[""Canvas""]",Been here before
4/15/2020 9:51:34 PM,4/15/20 16:51,aclebone,Assistant Professor,Anesthesia & Critical Care,,Faculty/Instructor,FALSE,Dale Mertes,Virtual walk-in,,,,,Illustrations and animations enhance Canvas course ,"[""Canvas"",""Media development (2D and 3D graphics, computer animations, etc.)""]",Website or Events Calendar
4/15/2020 9:58:45 PM,4/15/20 16:58,pwalker,Deputy Director for Academic Programs,Near Eastern Languages and Civilizations,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Adding TA's to Zoom Accounts,"[""Zoom""]",Website or Events Calendar
4/15/2020 11:12:31 PM,4/15/20 18:12,cdonisan,,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to view student progress in Modules. ,"[""Canvas""]",Been here before
4/16/2020 3:56:18 PM,4/16/20 10:56,katiek,Instructional Designer,Bus-Faculty And Educ Services,,,FALSE,Cecilia Lo,Email,,,,,"Booth Panopto questions, cclo to set up a train-the-trainer session. ","[""Panopto""]",Website or Events Calendar
4/16/2020 4:22:44 PM,4/16/20 11:22,haddadian,Associate Instructional Professor,Bio Sci Coll Div,,Faculty/Instructor,FALSE,Mohammad Ahmed,Video conference,,,,,Professor had lots of questions about how to integrate poll everywhere into a virtual class environment. he wants to use PE to increase and ensure students engage with the virtual lecture but wants to allow a async option for engagement as well so that students with low internet speeds or connection problem dont miss out. Also had questions about how to integrate the two assignments and track it in the grade book. ,"[""Assignments/Course Design"",""Canvas"",""Poll Everywhere""]",Been here before
4/16/2020 4:26:34 PM,4/16/20 11:26,sgzesh,Senior Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Ifeanyi Okonma,Virtual walk-in,,,,,,"[""Panopto"",""Zoom""]",Been here before
4/16/2020 5:35:06 PM,4/16/20 12:35,areshamc,Instructor,Public Health Sciences,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Had questions about setting up Panopto and Canvas for a org course. ,"[""Canvas"",""Panopto""]",Been here before
4/16/2020 5:37:20 PM,4/16/20 12:37,areshamc,Instructor,Public Health Sciences,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,"Had questions about breakout rooms, and how to setup pre-assigned rooms. ","[""Zoom""]",Website or Events Calendar
4/16/2020 5:40:34 PM,4/16/20 12:40,nalini,,Graham School-Divisional Admin,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Had questions about how to setup zoom for their canvas course.,"[""Zoom""]",Website or Events Calendar
4/16/2020 6:32:27 PM,4/16/20 13:32,jsloane,,Chicago Language Center,,,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Client had questions about recording and sharing video. Specifically how to do dual presenters and record both. ,"[""Canvas"",""Panopto"",""Zoom""]",Been here before
4/16/2020 7:25:30 PM,4/16/20 14:25,ewebber,Italian Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,"Need to restore deleted Panopto folder permission. 
","[""Panopto""]",Been here before
4/16/2020 9:23:44 PM,4/16/20 16:23,ywang7,Senior Lecturer in Chinese Language and Director of the Chines,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needs help copying files from one Canvas site to another,"[""Canvas""]",Canvas Announcement
4/17/2020 12:27:38 AM,4/16/20 19:27,pkogos,"Director, Digital Accessibility",IT Services Instructional Tech,,,FALSE,Dale Mertes,Virtual walk-in,,,,,"Practice and investigation for Pat with Allison myself and Mohammed.  Talk about suing zoom, different features, etc.","[""Zoom""]",Website or Events Calendar
4/17/2020 12:29:13 AM,4/16/20 19:29,jsloane,,Chicago Language Center,,,FALSE,Dale Mertes,Virtual walk-in,,,,,Record settings and video settings to get picture in picture.  ,"[""Panopto"",""Zoom""]",Website or Events Calendar
4/17/2020 4:00:11 PM,4/17/20 11:00,thazinski,,Harris Sch Pub Policy,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,When is auto captioning available. ,"[""Panopto""]",Been here before
4/17/2020 6:25:18 PM,4/17/20 13:25,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,"Client was having difficulty with getting grades to display correctly after entering them in SpeedGrader, and with allowing students to view feedback given in SpeedGrader","[""Canvas""]",Been here before
4/17/2020 6:25:42 PM,4/17/20 13:25,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,"Client was having difficulty with getting grades to display correctly after entering them in SpeedGrader, and with allowing students to view feedback given in SpeedGrader","[""Canvas""]",Been here before
4/17/2020 8:04:38 PM,4/17/20 15:04,shubbard,Creative Writing Instructor,Graham School-Divisional Admin,,,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,"Using various features of Canvas -- email, Announcements, Assignments, etc.","[""Canvas""]",Canvas Announcement
4/17/2020 8:06:05 PM,4/17/20 15:06,jsloane,,Chicago Language Center,,,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,"Client needed help with video editing and a way to make her video shareable other than Panopto (which was causing compression problems during uploading). MA and TK suggested Box, which worked.","[""Box"",""Panopto"",""Zoom""]",Been here before
4/17/2020 9:10:25 PM,4/17/20 16:10,nickwinokur,,Bio Sci Coll Div,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,"Time restraint for Breakout rooms... how to adjust
","[""Zoom""]",Website or Events Calendar
4/20/2020 5:37:55 PM,4/20/20 12:37,abbot,Associate Professor,Geophysical Sciences,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to give student extension. ,"[""Canvas""]",Been here before
4/20/2020 6:57:45 PM,4/20/20 13:57,jsloane,,Chicago Language Center,,,FALSE,Dale Mertes,Virtual walk-in,,,,,Downloading and uploading video as well as share settings,"[""Panopto""]",Website or Events Calendar
4/20/2020 6:59:02 PM,4/20/20 13:59,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Dale Mertes,Virtual walk-in,,,,,Worked with Thomas on quiz settings and time limits,"[""Canvas""]",Website or Events Calendar
4/21/2020 2:47:44 PM,4/21/20 9:47,cedgington,,,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,Audio not working on computer.... TB able to resolve his issue,"[""Zoom""]",Website or Events Calendar
4/21/2020 2:49:34 PM,4/21/20 9:49,nalini,,Graham School-Divisional Admin,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to see Gallery view and use ipad as additional monitor,"[""Zoom""]",Been here before
4/21/2020 2:50:53 PM,4/21/20 9:50,jsloane,,Chicago Language Center,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to rip a video from youtube for use in course,"[""Panopto""]",Been here before
4/21/2020 5:31:33 PM,4/21/20 12:31,Ndehorat,Adjunct Associate Professor of Operations Management$Booth Sch,Bus-Operations Management,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to incorporate zoom pre-recorded videos into canvas.,"[""Canvas"",""Panopto""]",From a colleague
4/21/2020 6:05:32 PM,4/21/20 13:05,abbot,Associate Professor,Geophysical Sciences,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Canvas Quizzes feature.,"[""Canvas""]",Been here before
4/21/2020 7:07:59 PM,4/21/20 14:07,nlavie,,Near Eastern Languages and Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Office hours scheduled through Zoom + checking to make sure a Zoom meeting was successfully recorded,"[""Canvas"",""Zoom""]",Been here before
4/21/2020 10:05:56 PM,4/21/20 17:05,vvegna,Italian Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Said student sent her a message via Canvas but she never received anything and couldn't find the message any where. ,"[""Canvas""]",Been here before
4/22/2020 4:25:10 PM,4/22/20 11:25,cmicklin,Interaction Designer,IT Services Web Services,,,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Client was a ITS staff member who was interested in learning how to create their own zoom sessions for virtual office hours. ,"[""Creating their own zoom office hours""]",Been here before
4/22/2020 4:51:02 PM,4/22/20 11:51,vmoraga,Spanish Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to upload word doc as images. ,"[""Course blog""]",Been here before
4/22/2020 6:30:08 PM,4/22/20 13:30,ninavmoreau,Collegiate Asst. Professor,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to create an org site. ,"[""Canvas""]",Been here before
4/22/2020 8:35:18 PM,4/22/20 15:35,tbalach,Associate Professor,Orthopaedic Surg & Rehab Med,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,How to info architect a complex canvas site. ,"[""Box"",""Canvas"",""Zoom""]",Email
4/23/2020 11:52:18 PM,4/23/20 18:52,spru,Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,,"[""Hypothesis Pilot""]",Been here before
4/23/2020 11:52:45 PM,4/23/20 18:52,shivar,,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,,"[""Hypothesis pilot""]",Been here before
4/23/2020 11:54:50 PM,4/23/20 18:54,egwalsh,Assistant Professor,Divinity School,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,,"[""Hypothesis Pilot""]",Been here before
4/23/2020 11:55:19 PM,4/23/20 18:55,mcelgunn,,Anthropology,,,FALSE,Cecilia Lo,Email,,,,,,"[""Hypothesis""]",Been here before
4/24/2020 5:16:21 PM,4/24/20 12:16,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,How to embed images in Canvas pages. ,"[""Canvas""]",Been here before
4/24/2020 5:28:42 PM,4/24/20 12:28,nswinehart,Multimedia Pedagogy Specialist,Humanities Divisional Administration,,,FALSE,Cecilia Lo,Virtual walk-in,,,,,"Some faculty had problem with zoom, restarting computer solves a bit. Is there Learning Tech Meeting? Would be helpful to send out info via the learning tech group mailing list. Collaborative effort for going fully online for fall and discuss effective practices for support. ","[""Zoom""]",Been here before
4/22/2020 11:23:04 AM,4/22/20 11:23,shubbard,,,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Had questions about setting up assignments.,,From a colleague
4/22/2020 1:53:32 PM,4/22/20 13:53,jborysko,,,,Staff,FALSE,Dale Mertes,Virtual walk-in,,,,,"Authenticated Users and Password Inquiry for large session and guest speakers
",Zoom,Website or Events Calendar
4/22/2020 1:55:32 PM,4/22/20 13:55,jborysko,,,,Staff,FALSE,Thomas Keith,Virtual walk-in,,,,,"Email Questions, VOH, on Security for Zoom.  Brought in Jason E as well to talk with Jeff
",Zoom,Website or Events Calendar
4/27/2020 5:23:30 PM,4/27/20 12:23,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,"Assistance in quizes
Zoom Recordings","[""Canvas""]",Been here before
4/27/2020 5:46:09 PM,4/27/20 12:46,nswinehart,Multimedia Pedagogy Specialist,Humanities Divisional Administration,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,"An instructor he is working with needs Zoom assistance and wanted to know which direction to point him in.
Wants to know if people without cnets can join a summer course online...","[""Canvas""]",Been here before
4/27/2020 7:53:07 PM,4/27/20 14:53,aridag,,Graham School-Divisional Admin,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,"Needed a refresher on Canvas and Zoom - How to created Canvas course, import materials and organize.","[""Canvas"",""Zoom""]",Canvas Announcement
4/28/2020 3:46:20 PM,4/28/20 10:46,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Client had questions about canvas survey. ,"[""Canvas""]",Been here before
4/28/2020 7:04:00 PM,4/28/20 14:04,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help setting up a Canvas Survey,"[""Canvas""]",Been here before
4/29/2020 6:44:11 PM,4/29/20 13:44,jkrivda,,IT Services Instructional Tech,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Client has an issue wherein office hours are not showing up for students on the Canvas calendar.  Suspect the issue is on Canvas's end.  Reaching out to Instructure for more info.,"[""Canvas""]",From a colleague
5/1/2020 3:08:39 PM,5/1/20 10:08,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help copying materials from a previous course into her current course.,"[""Canvas""]",Canvas Announcement
5/1/2020 4:34:43 PM,5/1/20 11:34,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help deleting assignments that were accidentally copied over when she copied a course.,"[""Canvas""]",Been here before
5/4/2020 3:54:12 PM,5/4/20 10:54,ccbauman,Director,Humanities Divisional Administration,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,She asks if they can use Canvas for the American Institute of Indian Studies (AIIS) courses. ,"[""Canvas""]",Been here before
5/4/2020 3:58:01 PM,5/4/20 10:58,mclozada,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,"Canvas Quizzes question and Walk-in hour schedule. 
","[""Canvas""]",Been here before
5/4/2020 7:04:39 PM,5/4/20 14:04,jeffwlew,,Harris Sch Pub Policy,,,FALSE,Cecilia Lo,Email,,,,,Permission question,"[""Panopto""]",Been here before
5/4/2020 7:07:38 PM,5/4/20 14:07,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help using Zoom on her phone.  Cecilia Lo was also present and gave assistance.,"[""Zoom""]",Been here before
5/4/2020 8:49:24 PM,5/4/20 15:49,etreptow,Business and Economics Librarian for Instruction & Outreach,"Ref,Inst,Outreach",,,FALSE,Cecilia Lo,SLACK,,,,,UChicagoGrad asked her when exactly students lose access to LinkedIn Learning after graduation,"[""LinkedIn Learning""]",Been here before
5/4/2020 8:50:53 PM,5/4/20 15:50,kluchins,Clinical Veterinarian,Animal Resources Center,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Quiz grades hiding and unhiding.  ,"[""Canvas""]",Website or Events Calendar
5/4/2020 9:50:51 PM,5/4/20 16:50,yye22,,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Language Placement Test testing (via Ahmet).,"[""Canvas""]",From a colleague
5/5/2020 3:44:56 PM,5/5/20 10:44,katiek,Instructional Designer,Bus-Faculty And Educ Services,,,FALSE,Cecilia Lo,Email,,,,,Captioning recordings,"[""Zoom""]",Been here before
5/5/2020 7:39:10 PM,5/5/20 14:39,jborysko,Audio Visual Team Lead,Bus-Information Technology,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Question about Zoom webinar settings,"[""Zoom""]",Been here before
5/5/2020 10:13:35 PM,5/5/20 17:13,spru,Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,How to do group annotation within a section. ,"[""Hypothesis""]",Been here before
5/5/2020 10:20:42 PM,5/5/20 17:20,ratliff,Lecturer/CLIC Director,Chemistry,,Faculty/Instructor,FALSE,Cecilia Lo,Video conference,,,,,Touch base about past data and planning for fall. ,"[""Flipped Classrom""]",Been here before
5/6/2020 3:18:17 PM,5/6/20 10:18,JulieW,Undergraduate Student Affairs Administrator,Economics,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,Quiz assignments...,"[""Canvas""]",Canvas Announcement
5/6/2020 4:27:53 PM,5/6/20 11:27,josephlampert,"Director, Initiatives in the Humanities and Social Sciences; S",Chicago Center for Teaching,,,FALSE,Cecilia Lo,Email,,,,,Zoom Template question. ,"[""Zoom""]",Been here before
5/6/2020 4:43:46 PM,5/6/20 11:43,vmoraga,Spanish Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Zoom setting question,"[""Zoom""]",Been here before
5/6/2020 6:39:48 PM,5/6/20 13:39,vmoraga,Spanish Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"How to do a cooking show over zoom.  With Gus's help. This consultation started in email. 
","[""Zoom""]",Been here before
5/6/2020 7:08:12 PM,5/6/20 14:08,jfriedberg,,,,,FALSE,Cecilia Lo,Virtual walk-in,,,,,"Can't access Zoom recording. 
","[""Zoom""]",From a colleague
5/7/2020 6:35:55 PM,5/7/20 13:35,jsloane,,Chicago Language Center,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Client was having difficulty switching Zoom accounts,"[""Zoom""]",Been here before
5/7/2020 7:57:54 PM,5/7/20 14:57,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Sabine Schulz,Virtual walk-in,,,,,Re: restricting number of views on a video; redirected to Panopto video statistics to determine number of individual views by user,"[""Panopto""]",Digital signage
5/7/2020 7:59:42 PM,5/7/20 14:59,banderson,,Bus-Research And Teching Suppl,,,FALSE,Sabine Schulz,Virtual walk-in,,,,,Installing packages for R Studio,"[""R Studio""]",Digital signage
5/8/2020 5:16:29 PM,5/8/20 12:16,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,assigning students to quizzes,"[""Canvas""]",Been here before
5/11/2020 3:46:20 PM,5/11/20 10:46,pgs,"Professor Depts. Chem. and Physics, James Franck Inst., and th",Chemistry,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,timed exam with handwritten submission,"[""Canvas""]",Been here before
5/11/2020 6:55:10 PM,5/11/20 13:55,shivar,,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Question and troubleshoot slow load time,"[""Hypothesis""]",Been here before
5/11/2020 9:24:31 PM,5/11/20 16:24,shinelleblack,,Org.Bio./Anatomy,,,FALSE,Cecilia Lo,Email,,,,,,"[""R resources""]",No sure
5/12/2020 4:34:11 PM,5/12/20 11:34,rlodato,Lect.,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,"Client had question about adding a guest speaker to zoom class session. 
","[""Zoom""]",Been here before
5/12/2020 5:59:58 PM,5/12/20 12:59,hlory,Senior Lecturer in Japanese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Help EALC understands how to request a temporary CNetID for Harumi's temp worker. (Not a Canvas issue!),"[""Temp CNetID""]",Been here before
5/12/2020 7:22:34 PM,5/12/20 14:22,jkallen,,Lab Schools Finance & Oper,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed information re: returning a laptop to the Lab School,"[""Hardware""]",Canvas Announcement
5/13/2020 6:12:00 PM,5/13/20 13:12,wwb3,"Professor Emeritus, Dept. History",History,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"Whiteboard, switch between powerpoint and whiteboard, ","[""Zoom""]",Been here before
5/13/2020 7:18:30 PM,5/13/20 14:18,sgzesh,Senior Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,Wants to know if she must require authentication if she has guest speakers in her class. ,"[""Zoom""]",Been here before
5/13/2020 7:29:29 PM,5/13/20 14:29,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,She needed help posting her grades and how to make annotations show in Panopto (thomas is helping her with that),"[""Canvas"",""Panopto""]",Canvas Announcement
5/13/2020 8:12:14 PM,5/13/20 15:12,ndehorat,Adjunct Associate Professor of Operations Management$Booth Sch,Bus-Operations Management,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,"Loki walked her through Panopto and Zoom basics. 
","[""Panopto"",""Zoom""]",Been here before
5/13/2020 8:36:27 PM,5/13/20 15:36,wwb3,"Professor Emeritus, Dept. History",History,,Faculty/Instructor,FALSE,Dale Mertes,Email,,,,,Whiteboard and annotations.  Inquiry about retrieving Chalk 2013 class documents.,"[""Canvas"",""Zoom""]",Website or Events Calendar
5/13/2020 9:34:22 PM,5/13/20 16:34,nswinehart,Multimedia Pedagogy Specialist,Humanities Divisional Administration,,,FALSE,Cecilia Lo,Email,,,,,"Client wants to know what's the training plan for summer and fall.
 ","[""Training planning""]",Been here before
5/13/2020 10:26:39 PM,5/13/20 17:26,rossc,"Professor, Department of Organismal Biology and Anatomy",Org.Bio./Anatomy,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Plan for Human Body this summer and fall,"[""Canvas""]",Been here before
5/14/2020 6:18:33 PM,5/14/20 13:18,wwb3,"Professor Emeritus, Dept. History",History,,Faculty/Instructor,FALSE,Dale Mertes,Virtual walk-in,,,,,helped with zoom versions and setup,"[""Zoom""]",Website or Events Calendar
5/14/2020 7:50:13 PM,5/14/20 14:50,jsloane,,Chicago Language Center,,,FALSE,Sabine Schulz,Virtual walk-in,,,,,Switching between different institutional accounts and personal Google Accounts; SSO,"[""Google Drive""]",Been here before
5/14/2020 8:44:08 PM,5/14/20 15:44,thonaker,"Director, Education Technologies Commercialization",Polsky Center,,,FALSE,Cecilia Lo,Email,,,,,"S2D project, which SCORM format to use. ","[""SCORM format""]",Been here before
5/14/2020 9:31:02 PM,5/14/20 16:31,dslavinski,Operations Manager,Chicago Language Center,,,FALSE,Cecilia Lo,Email,,,,,Theme question,"[""Course blog""]",Been here before
5/18/2020 3:41:48 PM,5/18/20 10:41,icajkova,Spanish Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Email,,,,,Blueprint courses,"[""Canvas""]",Been here before
5/18/2020 4:13:30 PM,5/18/20 11:13,sgzesh,Senior Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,"Couldnt add TA as co-host, invited her to VOH for assistance.","[""Zoom""]",Email
5/19/2020 6:20:28 PM,5/19/20 13:20,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Creating Canvas quizzes with multiple-blank questions,"[""Canvas""]",Been here before
5/19/2020 6:21:28 PM,5/19/20 13:21,sabina,Senior Lecturer and Director of the Environmental Studies Prog,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client is looking for a good way to do group presentations in Zoom.,"[""Zoom""]",Been here before
